COLL,COURSE,CRED,CREDagg,CRN,CRNagg,DELIVERY,PROFS,ROOM,TERM,TIMEBLOCK,TITLE
AR,HIST 327:20,3,3,54792,54792,In-Person,"Frazer, Christopher",MULH4030,2ND,C4/C5/C6,Pirates of the Caribbean
AR,HIST 332:10,3,3,58423,58423,In-Person,"Trembinski, Donna",BB337,1ST,W1/W2,Medieval Body
AR,HIST 344:10,3,3,58425,58425,In-Person,"Semple, Rhonda; Trembinski, Donna",AX124,1ST,W4/W5,Uses and Abuses of History
AR,HIST 360:20,3,3,58730,58730,In-Person,"Semple, Rhonda",MULH3032,2ND,E5,Gender Sexuality Empires
AR,HIST 364:10,3,3,58426,58426,In-Person,"Kalman, Samuel",MULH3034,1ST,E5,The Holocaust
AR,HIST 391:10,3,3,58797,58797,In-Person,"Lalande, Guy",CO242,1ST,K1/K2/K3,ST: WWI: Causes and Battles
AR,HIST 395:10,3,3,58704,58704,In-Person,"Black, Winston",NT612,1ST,Z1/Z2,ST: Medieval Church
AR,HIST 397:20,3,3,58746,58746,In-Person,"Pigeon, Stephan",MULH4030,2ND,O7/O8,"ST: Social Media, Past/Present"
AR,HIST 399:20,3,3,58798,58798,In-Person,"Lalande, Guy",CO242,2ND,K1/K2/K3,ST: WWI: Diplomacy/Home Fronts
AR,HIST 457:10,3,3,58805,58805,In-Person,"Zecker, Robert",NT612,1ST,U7/U8,Topics in American History
AR,HIST 490:00,6,6,54158,54158,In-Person,"Foran, Andrew",,FULL,TBA,Thesis
AR,HIST 497:20,3,3,58747,58747,In-Person,"Pigeon, Stephan",NT612,2ND,E6,"ST: Empire, Archives and Destr"
AR,HIST 498:20,3,3,58705,58705,In-Person,"Black, Winston",AX113,2ND,Z4/Z5,ST: Medieval Cult of Saints
SC,HKIN 102:10,1.5,1.5,57606,57606,In-Person,"MacNeil, Aldona",AD-STUDIO,1ST,X1/X2,Instructional Group Fitness
SC,HKIN 103:10,1.5,1.5,57607,57607,In-Person,"Mason, James (Jason)",,1ST,W4/W5,Skateboarding
SC,HKIN 104:21,1.5,1.5,58708,58708,In-Person,"Cavanagh, Mike",MAIN-GYM,2ND,A4/A5/A6,Pickleball
SC,HKIN 104:22,1.5,1.5,58709,58709,In-Person,"Cavanagh, Mike",AUX-GYM,2ND,C1/C2/C3,Pickleball
SC,HKIN 115:10A,3,3,46722,46722,In-Person,"Rasmussen, Roy",MULH2030,1ST,C4/C5/C6,Intro to Human Kinetics
SC,HKIN 115:10B,3,3,57528,57528,In-Person,"Rasmussen, Roy",MULH2030,1ST,C4/C5/C6,Intro to Human Kinetics
SC,HKIN 115:10C,3,3,57529,57529,In-Person,"Rasmussen, Roy",MULH2030,1ST,C4/C5/C6,Intro to Human Kinetics
SC,HKIN 115:20A,3,3,54638,54638,In-Person,"Kolen, Angela",BB237,2ND,K1/K2/K3,Intro to Human Kinetics
SC,HKIN 115:20B,3,3,57531,57531,In-Person,"Kolen, Angela",BB237,2ND,K1/K2/K3,Intro to Human Kinetics
SC,HKIN 115:20C,3,3,57532,57532,In-Person,"Kolen, Angela",BB237,2ND,K1/K2/K3,Intro to Human Kinetics
SC,HKIN 115L:10A,0,0,40495,40495,In-Person,"MacNeil, Aldona",ESC203,1ST,B8,HKIN 115 Lab
SC,HKIN 115L:10B,0,0,40496,40496,In-Person,"MacNeil, Aldona",ESC203,1ST,C8,HKIN 115 Lab
SC,HKIN 115L:10C,0,0,40497,40497,In-Person,"MacNeil, Aldona",ESC203,1ST,L8,HKIN 115 Lab
SC,HKIN 115L:20A,0,0,54639,54639,In-Person,"MacNeil, Aldona",ESC203,2ND,B8,HKIN 115 Lab
SC,HKIN 115L:20B,0,0,54640,54640,In-Person,"MacNeil, Aldona",ESC203,2ND,C8,HKIN 115 Lab
SC,HKIN 115L:20C,0,0,54641,54641,In-Person,"MacNeil, Aldona",ESC203,2ND,L8,HKIN 115 Lab
SC,HKIN 119:20,1.5,1.5,58352,58352,In-Person,"MacNeil, Aldona",POOL,2ND,U7/W7,Aquatic Activities
SC,HKIN 121:20,1.5,1.5,53833,53833,In-Person,"Waterman, Gary",MAIN-GYM,2ND,A1/A2/A3,Badminton
SC,HKIN 123:10,1.5,1.5,53836,53836,In-Person,"Vernon, Tyrell",MAIN-GYM,1ST,B4/B5/B6,Basketball
SC,HKIN 125:10,1.5,1.5,55882,55882,In-Person,"MacGillivray, Sabra",AD-STUDIO,1ST,W1/W2,Contemporary Dance/Pilates
SC,HKIN 126:10,1.5,1.5,55430,55430,In-Person,"Thompson, Kelly",MAIN-GYM,1ST,B1/B2/B3,Fitness
SC,HKIN 126:20,1.5,1.5,56923,56923,In-Person,"Thompson, Kelly",MAIN-GYM,2ND,C1/C2/C3,Fitness
SC,HKIN 127:10,1.5,1.5,53840,53840,In-Person,"Thompson, Kelly",AUX-GYM,1ST,A1/A2/A3,Gymnastics
SC,HKIN 127:20,1.5,1.5,53841,53841,In-Person,"Thompson, Kelly",AUX-GYM,2ND,A1/A2/A3,Gymnastics
SC,HKIN 128:10,1.5,1.5,53842,53842,In-Person,"Svec, Jonathon",MAIN-GYM,1ST,A4/A5/A6,Football
SC,HKIN 129:20,1.5,1.5,55431,55431,In-Person,"KIN - TBA, H",KC-MNRINK,2ND,A1/A2/A3,Hockey
SC,HKIN 131:11,1.5,1.5,58353,58353,In-Person,"Cavanagh, Mike",AUX-GYM,1ST,B1/B2/B3,Rugby
SC,HKIN 131:12,1.5,1.5,58369,58369,In-Person,"Cavanagh, Mike","MAIN-GYM , AUX-GYM",1ST,L4/L5/L6,Rugby
SC,HKIN 132:10,1.5,1.5,53845,53845,In-Person,"Spencer, Geoffrey (Geoff)",AUX-GYM,1ST,C1/C2/C3,Soccer
SC,HKIN 132:20,1.5,1.5,57293,57293,In-Person,"Spencer, Geoffrey (Geoff)",MAIN-GYM,2ND,L1/L2/L3,Soccer
SC,HKIN 133:10,1.5,1.5,53847,53847,In-Person,"Artibello, Tara",MAIN-GYM,1ST,C1/C2/C3,Volleyball
SC,HKIN 133:20,1.5,1.5,53848,53848,In-Person,"Artibello, Tara",MAIN-GYM,2ND,B1/B2/B3,Volleyball
SC,HKIN 134:10,1.5,1.5,55811,55811,In-Person,"Berthiaume, Benjamin (Ben)",AUX-GYM,1ST,U4/U5,Golf
SC,HKIN 135:20,1.5,1.5,56407,56407,In-Person,"Artibello, Tara",KC-MNRINK,2ND,L1/L2/L3,Ice Games
SC,HKIN 136:10A,3,3,53851,53851,In-Person,"Harenberg, Sebastian",MULH2030,1ST,W1/W2,Sport & Exercise Psychology
SC,HKIN 136:10B,3,3,57534,57534,In-Person,"Harenberg, Sebastian",MULH2030,1ST,W1/W2,Sport & Exercise Psychology
SC,HKIN 136:10C,3,3,57535,57535,In-Person,"Harenberg, Sebastian",MULH2030,1ST,W1/W2,Sport & Exercise Psychology
SC,HKIN 136:21A,3,3,55433,55433,In-Person,"Harenberg, Sebastian",ASCHL207,2ND,U1/U2,Sport & Exercise Psychology
SC,HKIN 136:21B,3,3,57896,57896,In-Person,"Harenberg, Sebastian",ASCHL207,2ND,U1/U2,Sport & Exercise Psychology
SC,HKIN 136:21C,3,3,57537,57537,In-Person,"Harenberg, Sebastian",ASCHL207,2ND,U1/U2,Sport & Exercise Psychology
SC,HKIN 136:22A,3,3,54783,54783,In-Person,"Harenberg, Sebastian",KC1018A,2ND,U4/U5,Sport & Exercise Psychology
SC,HKIN 136:22B,3,3,57538,57538,In-Person,"Harenberg, Sebastian",KC1018A,2ND,U4/U5,Sport & Exercise Psychology
SC,HKIN 136:22C,3,3,57539,57539,In-Person,"Harenberg, Sebastian",KC1018A,2ND,U4/U5,Sport & Exercise Psychology
SC,HKIN 136L:10A,0,0,53856,53856,In-Person,"Spencer, Geoffrey (Geoff)",KC1018A,1ST,A7,HKIN 136 Lab
SC,HKIN 136L:10B,0,0,53857,53857,In-Person,"Spencer, Geoffrey (Geoff)",KC2020-21,1ST,K7,HKIN 136 Lab
SC,HKIN 136L:10C,0,0,53858,53858,In-Person,"Spencer, Geoffrey (Geoff)",KC1018,1ST,B8,HKIN 136 Lab
SC,HKIN 136L:21A,0,0,54784,54784,In-Person,"Spencer, Geoffrey (Geoff)",KC1018A,2ND,A7,HKIN 136 Lab
SC,HKIN 136L:21B,0,0,55434,55434,In-Person,"Spencer, Geoffrey (Geoff)",KC1018A,2ND,B7,HKIN 136 Lab
SC,HKIN 136L:21C,0,0,55435,55435,In-Person,"Spencer, Geoffrey (Geoff)",ASCHL207,2ND,K7,HKIN 136 Lab
SC,HKIN 136L:22A,0,0,55436,55436,In-Person,"Spencer, Geoffrey (Geoff)",ASCHL207,2ND,L7,HKIN 136 Lab
SC,HKIN 136L:22B,0,0,55458,55458,In-Person,"Spencer, Geoffrey (Geoff)",ASCHL207,2ND,K8,HKIN 136 Lab
SC,HKIN 136L:22C,0,0,55459,55459,In-Person,"Spencer, Geoffrey (Geoff)",ASCHL207,2ND,C8,HKIN 136 Lab
SC,HKIN 137:10,1.5,1.5,57294,57294,In-Person,"Tweedie, Constance",MAIN-GYM,1ST,K1/K2/K3,Low Organized Games
SC,HKIN 137:20,1.5,1.5,56404,56404,In-Person,"Spencer, Geoffrey (Geoff)",MAIN-GYM,2ND,B4/B5/B6,Low Organized Games
SC,HKIN 139:20,1.5,1.5,55437,55437,In-Person,"Clark, Sally",AUX-GYM,2ND,K1/K2/K3,Movement Education
SC,HKIN 141:10,1.5,1.5,57305,57305,In-Person,"Foran, Andrew",,1ST,X7/Z7,Outdoor Education
SC,HKIN 142:10,1.5,1.5,57295,57295,In-Person,"Spencer, Geoffrey (Geoff)",MAIN-GYM,1ST,A1/A2/A3,ParaSport
SC,HKIN 143:10,1.5,1.5,58370,58370,In-Person,"MacGillivray, Sabra; Clark, Sally",AD-STUDIO,1ST,U1/U2,Social Dance
SC,HKIN 144:10,1.5,1.5,56936,56936,In-Person,"Artibello, Tara",,1ST,U8/Z8,Target Games
SC,HKIN 144:20,1.5,1.5,56937,56937,In-Person,"Artibello, Tara",ASCHL-MPR,2ND,U8/Z8,Target Games
SC,HKIN 145:10,1.5,1.5,53885,53885,In-Person,"Spencer, Matthew",AUX-GYM,1ST,C4/C5/C6,Track & Field
SC,HKIN 146:10,1.5,1.5,53886,53886,In-Person,"Crouse, Josh",ESC110,1ST,E4,Weight Training
SC,HKIN 146:20,1.5,1.5,53887,53887,In-Person,"Crouse, Josh",ESC110,2ND,E4,Weight Training
SC,HKIN 148:11,1.5,1.5,53889,53889,In-Person,"Tweedie, Constance",KC2022,1ST,U1/U2,Yoga
SC,HKIN 148:12,1.5,1.5,56379,56379,In-Person,"Tweedie, Constance",AD-STUDIO,1ST,U4/U5,Yoga
SC,HKIN 148:21,1.5,1.5,56403,56403,In-Person,"Tweedie, Constance",AD-STUDIO,2ND,O1/O2,Yoga
SC,HKIN 148:22,1.5,1.5,56921,56921,In-Person,"Tweedie, Constance",AD-STUDIO,2ND,U4/U5,Yoga
SC,HKIN 150:10,3,3,53892,53892,In-Person,"Rorke, Thomas",KC1018,1ST,X1/X2,Sport in the Humanities
SC,HKIN 150:20,3,3,53893,53893,In-Person,"Rorke, Thomas",KC1018,2ND,Z1/Z2,Sport in the Humanities
SC,HKIN 151:10,3,3,53894,53894,In-Person,"Reid, Ryan",SCHW110,1ST,L4/L5/L6,Applied Anatomy/Physiology I
SC,HKIN 151L:11,0,0,53895,53895,In-Person,"Reid, Ryan",BB227,1ST,U7/W7,HKIN 151 Lab
SC,HKIN 151L:12,0,0,53896,53896,In-Person,"Reid, Ryan",BB227,1ST,E4,HKIN 151 Lab
SC,HKIN 151L:13,0,0,53897,53897,In-Person,"Reid, Ryan",BB227,1ST,X7/Z7,HKIN 151 Lab
SC,HKIN 151L:14,0,0,53898,53898,In-Person,"Reid, Ryan",BB227,1ST,O7/W8,HKIN 151 Lab
SC,HKIN 151L:15,0,0,53899,53899,In-Person,"Reid, Ryan",BB227,1ST,U8/Z8,HKIN 151 Lab
SC,HKIN 151L:16,0,0,54928,54928,In-Person,"Reid, Ryan",BB227,1ST,E5,HKIN 151 Lab
SC,HKIN 151L:17,0,0,56408,56408,In-Person,"Reid, Ryan",BB227,1ST,O8/X8,HKIN 151 Lab
SC,HKIN 151L:18,0,0,58826,58826,In-Person,"Reid, Ryan",BB227,1ST,E7,HKIN 151 Lab
SC,HKIN 152:20,3,3,53900,53900,In-Person,"Reid, Ryan",SCHW110,2ND,L4/L5/L6,Applied Anatomy/Physiology II
SC,HKIN 152L:21,0,0,53901,53901,In-Person,"Reid, Ryan",BB227,2ND,U7/W7,HKIN 152 Lab
SC,HKIN 152L:22,0,0,53902,53902,In-Person,"Reid, Ryan",BB227,2ND,E4,HKIN 152 Lab
SC,HKIN 152L:23,0,0,53903,53903,In-Person,"Reid, Ryan",BB227,2ND,X7/Z7,HKIN 152 Lab
SC,HKIN 152L:24,0,0,53904,53904,In-Person,"Reid, Ryan",BB227,2ND,O7/W8,HKIN 152 Lab
SC,HKIN 152L:25,0,0,53905,53905,In-Person,"Reid, Ryan",BB227,2ND,U8/Z8,HKIN 152 Lab
SC,HKIN 152L:26,0,0,54929,54929,In-Person,"Reid, Ryan",BB227,2ND,E5,HKIN 152 Lab
SC,HKIN 152L:27,0,0,56409,56409,In-Person,"Reid, Ryan",BB227,2ND,O8/X8,HKIN 152 Lab
SC,HKIN 152L:28,0,0,58827,58827,In-Person,"Reid, Ryan",BB227,2ND,E7,HKIN 152 Lab
SC,HKIN 154:10,3,3,53906,53906,In-Person,"Weaving, Charlene",KC2020-21,1ST,O7/W8,Intro to Ethics & Sport
SC,HKIN 203:10,1.5,1.5,55441,55441,In-Person,"Spencer, Geoffrey (Geoff)",KC2020-21,1ST,K4/K5/K6,Judging & Officiating
SC,HKIN 203:20,1.5,1.5,56993,56993,In-Person,"Spencer, Geoffrey (Geoff)",KC1018,2ND,K4/K5/K6,Judging & Officiating
SC,HKIN 204:20,1.5,1.5,57613,57613,In-Person,"MacNeil, Aldona","ESC203 , AD-STUDIO",2ND,X1/X2,Group Exercise Certification
SC,HKIN 206:10,1.5,1.5,58586,58586,In-Person,"Crouse, Josh",AD-STUDIO,1ST,W4/W5,Adv. Instr.: Exercise Oncology
SC,HKIN 215:10A,3,3,56940,56940,In-Person,"Lam, Melanie",IM114,1ST,U4/U5,Intro Motor Learning/Control
SC,HKIN 215:10B,3,3,57540,57540,In-Person,"Lam, Melanie",IM114,1ST,U4/U5,Intro Motor Learning/Control
SC,HKIN 215:10C,3,3,57541,57541,In-Person,"Lam, Melanie",IM114,1ST,U4/U5,Intro Motor Learning/Control
SC,HKIN 215:20A,3,3,56941,56941,In-Person,"Lam, Melanie",KC1018A,2ND,Z4/Z5,Intro Motor Learning/Control
SC,HKIN 215:20B,3,3,57544,57544,In-Person,"Lam, Melanie",KC1018A,2ND,Z4/Z5,Intro Motor Learning/Control
SC,HKIN 215:20C,3,3,57545,57545,In-Person,"Lam, Melanie",KC1018A,2ND,Z4/Z5,Intro Motor Learning/Control
SC,HKIN 215L:10A,0,0,42015,42015,In-Person,"Tweedie, Constance",ESC203,1ST,K4,HKIN 215 Lab
SC,HKIN 215L:10B,0,0,42016,42016,In-Person,"Tweedie, Constance",ESC203,1ST,L4,HKIN 215 Lab
SC,HKIN 215L:10C,0,0,42017,42017,In-Person,"Tweedie, Constance",ESC203,1ST,A5,HKIN 215 Lab
SC,HKIN 215L:20A,0,0,45735,45735,In-Person,"Tweedie, Constance",ESC203,2ND,K4,HKIN 215 Lab
SC,HKIN 215L:20B,0,0,45736,45736,In-Person,"Tweedie, Constance",ESC203,2ND,B5,HKIN 215 Lab
SC,HKIN 215L:20C,0,0,45737,45737,In-Person,"Tweedie, Constance",ESC203,2ND,C5,HKIN 215 Lab
SC,HKIN 222:20,3,3,56934,56934,In-Person,"Sutherland, Tara",SCHW110,2ND,B1/B2/B3,Care/Prevent Athletic Injuries
SC,HKIN 222L:21,0,0,43085,43085,In-Person,"MacNeil, Aldona",ASCHL184,2ND,A4,HKIN 222 Lab
SC,HKIN 222L:22,0,0,43086,43086,In-Person,"MacNeil, Aldona",ASCHL184,2ND,K4,HKIN 222 Lab
SC,HKIN 222L:23,0,0,43087,43087,In-Person,"MacNeil, Aldona",ASCHL184,2ND,B5,HKIN 222 Lab
SC,HKIN 222L:24,0,0,44699,44699,In-Person,"MacNeil, Aldona",ASCHL184,2ND,L5,HKIN 222 Lab
SC,HKIN 222L:25,0,0,53910,53910,In-Person,"MacNeil, Aldona",ASCHL184,2ND,C5,HKIN 222 Lab
SC,HKIN 222L:26,0,0,56396,56396,In-Person,"MacNeil, Aldona",ASCHL184,2ND,B4,HKIN 222 Lab
SC,HKIN 222L:27,0,0,56397,56397,In-Person,"MacNeil, Aldona",ASCHL184,2ND,L4,HKIN 222 Lab
SC,HKIN 226:10,3,3,58354,58354,In-Person,"Kolen, Angela",KC1018A,1ST,A1/A2/A3,Focus on Personal Health
SC,HKIN 227:10,1.5,1.5,56400,56400,In-Person,"Thompson, Kelly",AUX-GYM,1ST,U7/W7,Adv. Instruction: Gymnastics
SC,HKIN 227:20,1.5,1.5,53912,53912,In-Person,"Thompson, Kelly",AUX-GYM,2ND,U7/W7,Adv. Instruction: Gymnastics
SC,HKIN 230:10,3,3,57611,57611,In-Person,"Reid, Ryan",KC2020-21,1ST,X1/X2,PA & the Population
SC,HKIN 246:20,1.5,1.5,57610,57610,In-Person,"Crouse, Josh",ASCHL207,2ND,E6,Sport Science Theory
SC,HKIN 253:10,3,3,53919,53919,In-Person,"Rorke, Thomas",KC1018,1ST,X4/X5,Sport Philosophy
SC,HKIN 253:20,3,3,58367,58367,In-Person,"Rorke, Thomas",ASCHL207,2ND,X4/X5,Sport Philosophy
SC,HKIN 264:10,3,3,54028,54028,Online-Scheduled Delivery,"Krahn, Alixandra",ONLINE,1ST,U8/Z8,The Sociology of Sport
SC,HKIN 264:20,3,3,54029,54029,Online-Scheduled Delivery,"Krahn, Alixandra",ONLINE,2ND,U7/W7,The Sociology of Sport
SC,HKIN 265:10A,3,3,54651,54651,In-Person,"Kane, Daniel",IM114,1ST,X1/X2,Exercise Physiology
SC,HKIN 265:10B,3,3,57589,57589,In-Person,"Kane, Daniel",IM114,1ST,X1/X2,Exercise Physiology
SC,HKIN 265:10C,3,3,57590,57590,In-Person,"Kane, Daniel",IM114,1ST,X1/X2,Exercise Physiology
SC,HKIN 265:20A,3,3,54652,54652,In-Person,"Kane, Daniel",SCHW156,2ND,X1/X2,Exercise Physiology
SC,HKIN 265:20B,3,3,57593,57593,In-Person,"Kane, Daniel",SCHW156,2ND,X1/X2,Exercise Physiology
SC,HKIN 265:20C,3,3,57594,57594,In-Person,"Kane, Daniel",SCHW156,2ND,X1/X2,Exercise Physiology
SC,HKIN 265L:10A,0,0,54653,54653,In-Person,"Thompson, Kelly",ESC120,1ST,A5/L4,HKIN 265 Lab
SC,HKIN 265L:10B,0,0,54654,54654,In-Person,"Thompson, Kelly",ESC120,1ST,K7/L7,HKIN 265 Lab
SC,HKIN 265L:10C,0,0,54655,54655,In-Person,"Thompson, Kelly",ESC120,1ST,C5/K5,HKIN 265 Lab
SC,HKIN 265L:20A,0,0,54658,54658,In-Person,"Thompson, Kelly",ESC120,2ND,A5/L4,HKIN 265 Lab
SC,HKIN 265L:20B,0,0,54659,54659,In-Person,"Thompson, Kelly",ESC120,2ND,K7/L7,HKIN 265 Lab
SC,HKIN 265L:20C,0,0,54788,54788,In-Person,"Thompson, Kelly",ESC120,2ND,B8/C8,HKIN 265 Lab
SC,HKIN 316:20,3,3,58355,58355,Online-Scheduled Delivery,"Hajj, Joëlle",ONLINE,2ND,O7/W8,Motor Control in Populations
SC,HKIN 321:10,3,3,56935,56935,In-Person,"Sutherland, Tara",KC1018,1ST,Z1/Z2,Adv Care/Prevent Ath Injuries
SC,HKIN 332:10,3,3,56382,56382,In-Person,"Weaving, Charlene",KC1018A,1ST,X7/Z7,Gender Sport/Physical Activity
SC,HKIN 345:10,3,3,56384,56384,In-Person,"Vossen, Jeffrey",KC2020-21,1ST,A4/A5/A6,Personal Training Essentials
SC,HKIN 345L:10,0,0,56385,56385,In-Person,"Vossen, Jeffrey",ESC120,1ST,O5/X5,HKIN 345 Lab
SC,HKIN 347:20,3,3,56398,56398,In-Person,"Sutherland, Tara",ASCHL207,2ND,B4/B5/B6,Rehabilitation Techniques
SC,HKIN 352:10,3,3,47629,47629,In-Person,"Nzindukiyimana, Ornella",KC1018,1ST,U7/W7,History of Sport
SC,HKIN 352:21,3,3,52086,52086,In-Person,"Nzindukiyimana, Ornella",KC1018,2ND,U8/Z8,History of Sport
SC,HKIN 352:22,3,3,54740,54740,In-Person,"Nzindukiyimana, Ornella",KC1018,2ND,W7/W8,History of Sport
SC,HKIN 354:10,3,3,58368,58368,In-Person,"Rorke, Thomas",KC1018,1ST,Z4/Z5,Sport Morality
SC,HKIN 354:20,3,3,47218,47218,In-Person,"Rorke, Thomas",KC1018,2ND,Z4/Z5,Sport Morality
SC,HKIN 357:10,3,3,57324,57324,Online-Scheduled Delivery,"O'Brien, Myles",ONLINE,1ST,W1/W2,Aging & Exercise
SC,HKIN 376:10A,3,3,50804,50804,In-Person,"MacKenzie, Sasho",KC2020-21,1ST,A1/A2/A3,Biomechanics
SC,HKIN 376:10B,3,3,57597,57597,In-Person,"MacKenzie, Sasho",KC2020-21,1ST,A1/A2/A3,Biomechanics
SC,HKIN 376:10C,3,3,57598,57598,In-Person,"MacKenzie, Sasho",KC2020-21,1ST,A1/A2/A3,Biomechanics
SC,HKIN 376:20A,3,3,41816,41816,In-Person,"MacKenzie, Sasho",BB237,2ND,A1/A2/A3,Biomechanics
SC,HKIN 376:20B,3,3,57601,57601,In-Person,"MacKenzie, Sasho",BB237,2ND,A1/A2/A3,Biomechanics
SC,HKIN 376:20C,3,3,57602,57602,In-Person,"MacKenzie, Sasho",BB237,2ND,A1/A2/A3,Biomechanics
SC,HKIN 376L:10A,0,0,50677,50677,In-Person,"Vossen, Jeffrey",ESC8,1ST,U7/W7,HKIN 376 Lab
SC,HKIN 376L:10B,0,0,50678,50678,In-Person,"Vossen, Jeffrey",ESC8,1ST,X7/Z7,HKIN 376 Lab
SC,HKIN 376L:10C,0,0,50679,50679,In-Person,"Vossen, Jeffrey",ESC8,1ST,O7/W8,HKIN 376 Lab
SC,HKIN 376L:20A,0,0,49863,49863,In-Person,"Vossen, Jeffrey",ESC8,2ND,U7/W7,HKIN 376 Lab
SC,HKIN 376L:20B,0,0,49864,49864,In-Person,"Vossen, Jeffrey",ESC8,2ND,X7/Z7,HKIN 376 Lab
SC,HKIN 376L:20C,0,0,54663,54663,In-Person,"Vossen, Jeffrey",ESC8,2ND,O7/W8,HKIN 376 Lab
SC,HKIN 385:10,3,3,57296,57296,In-Person,"Casey, Amanda",KC1018,1ST,W4/W5,Adapted Physical Education
SC,HKIN 385L:11,0,0,57297,57297,In-Person,"Casey, Amanda; Artibello, Tara",KC-MNRINK,1ST,B8/C8,HKIN 385 Lab-SLEDGE
SC,HKIN 385L:12,0,0,57445,57445,In-Person,"Casey, Amanda; Artibello, Tara",POOL,1ST,U2,HKIN 385 Lab-AQUA
SC,HKIN 385L:13,0,0,57446,57446,In-Person,"Casey, Amanda; Artibello, Tara",POOL,1ST,L5,HKIN 385 Lab-AQUA
SC,HKIN 395:20,3,3,58364,58364,In-Person,"Casey, Amanda",KC1018,2ND,W4/W5,Disab Health and Comm Rehab
SC,HKIN 395L:21,0,0,58365,58365,In-Person,"Artibello, Tara",KC-MNRINK,2ND,B8/C8,HKIN 395 Lab
SC,HKIN 395L:22,0,0,58366,58366,In-Person,"Artibello, Tara",KC-TRACK,2ND,C9/X5,HKIN 395 Lab
SC,HKIN 396:10,3,3,50682,50682,In-Person,"MacKenzie, Sasho",KC1018,1ST,B1/B2/B3,Research Methods
SC,HKIN 397:20,3,3,49869,49869,In-Person,"Weaving, Charlene",KC1018A,2ND,O7/W8,Qualitative Research Methods
SC,HKIN 416:10,3,3,58356,58356,In-Person,"Lam, Melanie",KC2020-21,1ST,U7/U8,Control of Human Movement
SC,HKIN 416L:10,0,0,58357,58357,In-Person,"Lam, Melanie",ESC19,1ST,E5,HKIN 416 Lab
SC,HKIN 425:10,3,3,58358,58358,In-Person,"Kolen, Angela",KC1018A,1ST,B1/B2/B3,Child Growth & Development
SC,HKIN 425L:10,0,0,58359,58359,In-Person,"Kolen, Angela",,1ST,TBA,HKIN 425 Lab
SC,HKIN 426:20,3,3,52082,52082,In-Person,"Kolen, Angela",KC1018A,2ND,B1/B2/B3,Health Education
SC,HKIN 433:10,3,3,56696,56696,In-Person,"URS -TBA,",MSBM147,1ST,O7/W8,Policy for Health-Strategies
SC,HKIN 443:20,3,3,56388,56388,In-Person,"Weaving, Charlene",KC1018,2ND,X7/Z7,Modern Olympic Games
SC,HKIN 445:10,3,3,48791,48791,In-Person,"Casey, Amanda",KC1018,1ST,U4/U5,Instructional Strategies
SC,HKIN 445L:10,0,0,52953,52953,In-Person,"Casey, Amanda; Artibello, Tara",,1ST,TBA,HKIN 445 Lab
SC,HKIN 456:20,3,3,56391,56391,In-Person,"Vossen, Jeffrey",ASCHL207,2ND,A4/A5/A6,Fitness Assessment & Exercise
SC,HKIN 456L:20,0,0,56392,56392,In-Person,"Vossen, Jeffrey; Tweedie, Constance",ESC120,2ND,O5/X5,HKIN 456 Lab
SC,HKIN 463:20,3,3,57612,57612,In-Person,"Harenberg, Sebastian",ASCHL207,2ND,E5,Psyc Skills Training for PE
SC,HKIN 466:20,3,3,55452,55452,In-Person,"Reid, Ryan",ASCHL207,2ND,X1/X2,Clinical Exercise Physiology
SC,HKIN 466L:20,0,0,55453,55453,In-Person,"Reid, Ryan",ESC208,2ND,U8/Z8,HKIN 466 Lab
SC,HKIN 474:20,3,3,58360,58360,In-Person,"MacKenzie, Sasho",ESC8,2ND,W4/W5,Applied Biomechanics
SC,HKIN 474L:20,0,0,58361,58361,In-Person,"MacKenzie, Sasho",ESC123,2ND,X7/Z7,HKIN 474 Lab
SC,HKIN 490:00,6,6,57656,57656,In-Person,"Weaving, Charlene; MacKenzie, Sasho",KC1018A,FULL,K5,Honours Thesis
SC,HKIN 492:20,3,3,57307,57307,In-Person,"Kane, Daniel",ASCHL207,2ND,U7/W7,Exercise Metabolism
SC,HKIN 499:10,3,3,58855,58855,In-Person,"Hood, Michael (Jonathan)",,1ST,TBA,Gender in Coaching in AUS
AR,HLTH 111:10,3,3,56225,56225,In-Person,"Holmes, Christina",BB237,1ST,X1/X2,Fundamentals of Health I
AR,HLTH 112:21,3,3,56227,56227,In-Person,"MacGillivray, Megan",MULH4030,2ND,X1/X2,Fundamentals of Health II
AR,HLTH 112:22,3,3,56228,56228,In-Person,"Khakpour, Mahasti",MULH4030,2ND,Z1/Z2,Fundamentals of Health II
AR,HLTH 201:10,3,3,53026,53026,In-Person,"Thompson, Kara",GM001,1ST,O4/O5,Health Across the Lifespan I
AR,HLTH 202:20,3,3,53027,53027,In-Person,"Thompson, Kara",MULH2030,2ND,O7/O8,Health Across the Lifespan II
AR,HLTH 203:10,3,3,57703,57703,In-Person,"Ruco, Arlinda",MULH2032,1ST,B4/B5/B6,Intro: Health Research Methods
AR,HLTH 203:20,3,3,57698,57698,In-Person,"Ruco, Arlinda",MULH4022,2ND,B4/B5/B6,Intro: Health Research Methods
AR,HLTH 203L:11,0,0,57704,57704,In-Person,"Ruco, Arlinda",MULH2032,1ST,C4,HLTH 203 Lab
AR,HLTH 203L:12,0,0,57705,57705,In-Person,"Ruco, Arlinda",MULH2032,1ST,A7,HLTH 203 Lab
